TEXT|NAICS|SAMPLE_WEIGHT
SHIP CHANDLER MERCHANT WHOLESALERS|424990|77.2
SHIP CHANDLER MERCHANT WHOLESALERS|424990|77.2
SKINS, DRESSED, MERCHANT WHOLESALERS|424990|77.2
SKINS, DRESSED, MERCHANT WHOLESALERS|424990|77.2
SMOKERS' SUPPLIES MERCHANT WHOLESALERS|424990|77.2
SMOKERS' SUPPLIES MERCHANT WHOLESALERS|424990|77.2
SPONGES MERCHANT WHOLESALERS|424990|77.2
SPONGES MERCHANT WHOLESALERS|424990|77.2
STATUARY (EXCEPT RELIGIOUS) MERCHANT WHOLESALERS|424990|77.2
STATUARY (EXCEPT RELIGIOUS) MERCHANT WHOLESALERS|424990|77.2
TENTS (EXCEPT CAMPING) MERCHANT WHOLESALERS|424990|77.2
TENTS (EXCEPT CAMPING) MERCHANT WHOLESALERS|424990|77.2
TEXTILE BAGS MERCHANT WHOLESALERS|424990|77.2
TEXTILE BAGS MERCHANT WHOLESALERS|424990|77.2
TOUPEES MERCHANT WHOLESALERS|424990|77.2
TOUPEES MERCHANT WHOLESALERS|424990|77.2
TROPICAL FISH MERCHANT WHOLESALERS|424990|77.2
TROPICAL FISH MERCHANT WHOLESALERS|424990|77.2
VEGETABLE CAKE AND MEAL MERCHANT WHOLESALERS|424990|77.2
VEGETABLE CAKE AND MEAL MERCHANT WHOLESALERS|424990|77.2
VEGETABLE OILS (EXCEPT COOKING) MERCHANT WHOLESALERS|424990|77.2
VEGETABLE OILS (EXCEPT COOKING) MERCHANT WHOLESALERS|424990|77.2
WIGS MERCHANT WHOLESALERS|424990|77.2
WIGS MERCHANT WHOLESALERS|424990|77.2
WOOD CARVINGS MERCHANT WHOLESALERS|424990|77.2
WOOD CARVINGS MERCHANT WHOLESALERS|424990|77.2
WOOD PULP MERCHANT WHOLESALERS|424990|77.2
WOOD PULP MERCHANT WHOLESALERS|424990|77.2
WORMS MERCHANT WHOLESALERS|424990|77.2
WORMS MERCHANT WHOLESALERS|424990|77.2
YARNS, INDUSTRIAL, MERCHANT WHOLESALERS|424990|77.2
YARNS, INDUSTRIAL, MERCHANT WHOLESALERS|424990|77.2
BUSINESS TO BUSINESS ELECTRONIC MARKETS|425110|286.65
BUSINESS TO BUSINESS ELECTRONIC MARKETS|425110|286.65
BUSINESS TO BUSINESS ELECTRONIC MARKETS, DURABLE GOODS, WHOLESALE TRADE|425110|286.65
BUSINESS TO BUSINESS ELECTRONIC MARKETS, DURABLE GOODS, WHOLESALE TRADE|425110|286.65
BUSINESS TO BUSINESS ELECTRONIC MARKETS, NONDURABLE GOODS, WHOLESALE TRADE|425110|286.65
BUSINESS TO BUSINESS ELECTRONIC MARKETS, NONDURABLE GOODS, WHOLESALE TRADE|425110|286.65
DURABLE GOODS BUSINESS TO BUSINESS ELECTRONIC MARKETS, WHOLESALE TRADE|425110|286.65
DURABLE GOODS BUSINESS TO BUSINESS ELECTRONIC MARKETS, WHOLESALE TRADE|425110|286.65
ELECTRONIC MARKETS, DURABLE GOODS, BUSINESS TO BUSINESS, WHOLESALE TRADE|425110|286.65
ELECTRONIC MARKETS, DURABLE GOODS, BUSINESS TO BUSINESS, WHOLESALE TRADE|425110|286.65
ELECTRONIC MARKETS, NONDURABLE GOODS, BUSINESS TO BUSINESS, WHOLESALE TRADE|425110|286.65
ELECTRONIC MARKETS, NONDURABLE GOODS, BUSINESS TO BUSINESS, WHOLESALE TRADE|425110|286.65
NONDURABLE GOODS BUSINESS TO BUSINESS ELECTRONIC MARKETS, WHOLESALE TRADE|425110|286.65
NONDURABLE GOODS BUSINESS TO BUSINESS ELECTRONIC MARKETS, WHOLESALE TRADE|425110|286.65
AGENTS AND BROKERS, DURABLE GOODS, WHOLESALE TRADE|425120|1435.9
AGENTS AND BROKERS, DURABLE GOODS, WHOLESALE TRADE|425120|1435.9
AGENTS AND BROKERS, NONDURABLE GOODS, WHOLESALE TRADE|425120|1435.9
AGENTS AND BROKERS, NONDURABLE GOODS, WHOLESALE TRADE|425120|1435.9
AUTOMOBILE AUCTIONS, WHOLESALE|425120|1435.9
AUTOMOBILE AUCTIONS, WHOLESALE|425120|1435.9
DURABLE GOODS AGENTS AND BROKERS, WHOLESALE TRADE|425120|1435.9
DURABLE GOODS AGENTS AND BROKERS, WHOLESALE TRADE|425120|1435.9
NONDURABLE GOODS AGENTS AND BROKERS, WHOLESALE TRADE|425120|1435.9
NONDURABLE GOODS AGENTS AND BROKERS, WHOLESALE TRADE|425120|1435.9
PETROLEUM BROKERS|425120|1435.9
PETROLEUM BROKERS|425120|1435.9
WHOLESALE TRADE AGENTS AND BROKERS|425120|1435.9
WHOLESALE TRADE AGENTS AND BROKERS|425120|1435.9
AUTOMOBILE DEALERS, NEW ONLY OR NEW AND USED|441110|2579.47
AUTOMOBILE DEALERS, NEW ONLY OR NEW AND USED|441110|2579.47
LIGHT UTILITY TRUCK DEALERS, NEW ONLY OR NEW AND USED|441110|2579.47
LIGHT UTILITY TRUCK DEALERS, NEW ONLY OR NEW AND USED|441110|2579.47
NEW CAR DEALERS|441110|2579.47
NEW CAR DEALERS|441110|2579.47
ANTIQUE AUTO DEALERS|441120|2092.38
ANTIQUE AUTO DEALERS|441120|2092.38
AUTOMOBILE DEALERS, USED ONLY|441120|2092.38
AUTOMOBILE DEALERS, USED ONLY|441120|2092.38
LIGHT UTILITY TRUCK DEALERS, USED ONLY|441120|2092.38
LIGHT UTILITY TRUCK DEALERS, USED ONLY|441120|2092.38
USED CAR DEALERS|441120|2092.38
USED CAR DEALERS|441120|2092.38
CAMPER DEALERS, RECREATIONAL|441210|346.06
CAMPER DEALERS, RECREATIONAL|441210|346.06
CAMPER PARTS AND ACCESSORIES STORES|441210|346.06
CAMPER PARTS AND ACCESSORIES STORES|441210|346.06
MOTOR HOME DEALERS|441210|346.06
MOTOR HOME DEALERS|441210|346.06
RECREATIONAL VEHICLE (RV) DEALERS|441210|346.06
RECREATIONAL VEHICLE (RV) DEALERS|441210|346.06
RECREATIONAL VEHICLE (RV) PARTS AND ACCESSORIES STORES|441210|346.06
RECREATIONAL VEHICLE (RV) PARTS AND ACCESSORIES STORES|441210|346.06
RECREATIONAL VEHICLE DEALERS|441210|346.06
RECREATIONAL VEHICLE DEALERS|441210|346.06
RV DEALERS|441210|346.06
RV DEALERS|441210|346.06
TRAVEL TRAILER DEALERS|441210|346.06
TRAVEL TRAILER DEALERS|441210|346.06
USED RECREATIONAL VEHICLE (RV) DEALERS|441210|346.06
USED RECREATIONAL VEHICLE (RV) DEALERS|441210|346.06
BOAT DEALERS|441222|464.64
BOAT DEALERS|441222|464.64
BOAT DEALERS, NEW AND USED|441222|464.64
BOAT DEALERS, NEW AND USED|441222|464.64
BOAT TRAILER DEALERS|441222|464.64
BOAT TRAILER DEALERS|441222|464.64
MARINE SUPPLY DEALERS|441222|464.64
MARINE SUPPLY DEALERS|441222|464.64
OUTBOARD MOTOR DEALERS|441222|464.64
OUTBOARD MOTOR DEALERS|441222|464.64
POWER BOAT DEALERS|441222|464.64
POWER BOAT DEALERS|441222|464.64
SAILBOAT DEALERS|441222|464.64
SAILBOAT DEALERS|441222|464.64
USED BOAT DEALERS|441222|464.64
USED BOAT DEALERS|441222|464.64
AIRCRAFT DEALERS|441228|254.37
AIRCRAFT DEALERS|441228|254.37
ALL-TERRAIN VEHICLE (ATV) DEALERS|441228|254.37
ALL-TERRAIN VEHICLE (ATV) DEALERS|441228|254.37
BICYCLE SHOPS, MOTORIZED|441228|254.37
BICYCLE SHOPS, MOTORIZED|441228|254.37
GOLF CART DEALERS, POWERED|441228|254.37
GOLF CART DEALERS, POWERED|441228|254.37
HORSE TRAILER DEALERS|441228|254.37
HORSE TRAILER DEALERS|441228|254.37
MOPED DEALERS|441228|254.37
MOPED DEALERS|441228|254.37
MOTOR SCOOTERS DEALERS|441228|254.37
MOTOR SCOOTERS DEALERS|441228|254.37
MOTORBIKE DEALERS|441228|254.37
MOTORBIKE DEALERS|441228|254.37
MOTORCYCLE DEALERS|441228|254.37
MOTORCYCLE DEALERS|441228|254.37
MOTORCYCLE PARTS AND ACCESSORIES DEALERS|441228|254.37
MOTORCYCLE PARTS AND ACCESSORIES DEALERS|441228|254.37
MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS|441228|254.37
MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS|441228|254.37
OFF-ROAD ALL-TERRAIN VEHICLES (ATVS), WHEELED OR TRACKED, DEALERS|441228|254.37
OFF-ROAD ALL-TERRAIN VEHICLES (ATVS), WHEELED OR TRACKED, DEALERS|441228|254.37
PERSONAL WATERCRAFT DEALERS|441228|254.37
PERSONAL WATERCRAFT DEALERS|441228|254.37
SNOWMOBILE DEALERS|441228|254.37
SNOWMOBILE DEALERS|441228|254.37
USED AIRCRAFT DEALERS|441228|254.37
USED AIRCRAFT DEALERS|441228|254.37
USED MOTORCYCLE DEALERS|441228|254.37
USED MOTORCYCLE DEALERS|441228|254.37
USED UTILITY TRAILER DEALERS|441228|254.37
USED UTILITY TRAILER DEALERS|441228|254.37
UTILITY TRAILER DEALERS|441228|254.37
UTILITY TRAILER DEALERS|441228|254.37
AUTO SUPPLY STORES|441310|841.8
AUTO SUPPLY STORES|441310|841.8
AUTOMOBILE PARTS DEALERS|441310|841.8
AUTOMOBILE PARTS DEALERS|441310|841.8
AUTOMOTIVE AUDIO EQUIPMENT STORES|441310|841.8
AUTOMOTIVE AUDIO EQUIPMENT STORES|441310|841.8
AUTOMOTIVE PARTS AND ACCESSORIES STORES|441310|841.8
AUTOMOTIVE PARTS AND ACCESSORIES STORES|441310|841.8
AUTOMOTIVE PARTS AND SUPPLY STORES|441310|841.8
AUTOMOTIVE PARTS AND SUPPLY STORES|441310|841.8
AUTOMOTIVE PARTS DEALERS, USED|441310|841.8
AUTOMOTIVE PARTS DEALERS, USED|441310|841.8
BATTERIES, AUTOMOTIVE, DEALERS|441310|841.8
BATTERIES, AUTOMOTIVE, DEALERS|441310|841.8
PARTS AND ACCESSORIES DEALERS, AUTOMOTIVE|441310|841.8
PARTS AND ACCESSORIES DEALERS, AUTOMOTIVE|441310|841.8
SPEED SHOPS|441310|841.8
SPEED SHOPS|441310|841.8
STEREO STORES, AUTOMOTIVE|441310|841.8
STEREO STORES, AUTOMOTIVE|441310|841.8
TRUCK CAP STORES|441310|841.8
TRUCK CAP STORES|441310|841.8
USED AUTOMOTIVE PARTS STORES|441310|841.8
USED AUTOMOTIVE PARTS STORES|441310|841.8
AUTOMOTIVE TIRE DEALERS|441320|1253.3
AUTOMOTIVE TIRE DEALERS|441320|1253.3
TIRE DEALERS|441320|1253.3
TIRE DEALERS|441320|1253.3
TIRE DEALERS, AUTOMOTIVE|441320|1253.3
TIRE DEALERS, AUTOMOTIVE|441320|1253.3
TRUCK TIRES AND TUBES DEALERS (EXCEPT HEAVY TRUCK)|441320|1253.3
TRUCK TIRES AND TUBES DEALERS (EXCEPT HEAVY TRUCK)|441320|1253.3
USED AUTOMOTIVE TIRE DEALERS|441320|1253.3
USED AUTOMOTIVE TIRE DEALERS|441320|1253.3
USED TIRE DEALERS|441320|1253.3
USED TIRE DEALERS|441320|1253.3
BED STORES, RETAIL|442110|1345.26
BED STORES, RETAIL|442110|1345.26
FURNITURE AND APPLIANCE STORES (I.E., PRIMARILY RETAILING FURNITURE)|442110|1345.26
FURNITURE AND APPLIANCE STORES (I.E., PRIMARILY RETAILING FURNITURE)|442110|1345.26
FURNITURE STORES|442110|1345.26
FURNITURE STORES|442110|1345.26
FURNITURE STORES (E.G., HOUSEHOLD, OFFICE, OUTDOOR)|442110|1345.26
FURNITURE STORES (E.G., HOUSEHOLD, OFFICE, OUTDOOR)|442110|1345.26
MATTRESS STORES (INCLUDING WATERBEDS)|442110|1345.26
MATTRESS STORES (INCLUDING WATERBEDS)|442110|1345.26
OFFICE FURNITURE STORES|442110|1345.26
OFFICE FURNITURE STORES|442110|1345.26
CARPET STORES|442210|1418.61
CARPET STORES|442210|1418.61
FLOOR COVERING STORES|442210|1418.61
FLOOR COVERING STORES|442210|1418.61
FLOOR COVERING STORES (EXCEPT WOOD OR CERAMIC TILE ONLY)|442210|1418.61
FLOOR COVERING STORES (EXCEPT WOOD OR CERAMIC TILE ONLY)|442210|1418.61
RUG STORES|442210|1418.61
RUG STORES|442210|1418.61
CURTAIN AND DRAPERY STORES, PACKAGED|442291|1364.67
CURTAIN AND DRAPERY STORES, PACKAGED|442291|1364.67
WINDOW TREATMENT STORES|442291|1364.67
WINDOW TREATMENT STORES|442291|1364.67
ALL OTHER HOME FURNISHINGS STORES|442299|525.78
ALL OTHER HOME FURNISHINGS STORES|442299|525.78
BATH SHOPS|442299|525.78
BATH SHOPS|442299|525.78
CHINAWARE STORES|442299|525.78
CHINAWARE STORES|442299|525.78
CUSTOM PICTURE FRAME SHOPS|442299|525.78
CUSTOM PICTURE FRAME SHOPS|442299|525.78
GLASSWARE STORES|442299|525.78
GLASSWARE STORES|442299|525.78
HOME FURNISHINGS STORES|442299|525.78
HOME FURNISHINGS STORES|442299|525.78
HOUSEWARES STORES|442299|525.78
HOUSEWARES STORES|442299|525.78
KITCHENWARE STORES|442299|525.78
KITCHENWARE STORES|442299|525.78
LAMP SHOPS, ELECTRIC|442299|525.78
LAMP SHOPS, ELECTRIC|442299|525.78
LINEN STORES|442299|525.78
LINEN STORES|442299|525.78
PICTURE FRAME SHOPS, CUSTOM|442299|525.78
PICTURE FRAME SHOPS, CUSTOM|442299|525.78
WOOD-BURNING STOVE STORES|442299|525.78
WOOD-BURNING STOVE STORES|442299|525.78
APPLIANCE STORES, HOUSEHOLD-TYPE|443141|940.65
APPLIANCE STORES, HOUSEHOLD-TYPE|443141|940.65
HOUSEHOLD APPLIANCE STORES|443141|940.65
HOUSEHOLD APPLIANCE STORES|443141|940.65
HOUSEHOLD-TYPE APPLIANCE STORES|443141|940.65
HOUSEHOLD-TYPE APPLIANCE STORES|443141|940.65
SEWING MACHINE STORES, HOUSEHOLD-TYPE|443141|940.65
SEWING MACHINE STORES, HOUSEHOLD-TYPE|443141|940.65
VACUUM CLEANER STORES, HOUSEHOLD-TYPE|443141|940.65
VACUUM CLEANER STORES, HOUSEHOLD-TYPE|443141|940.65
AUDIO EQUIPMENT STORES (EXCEPT AUTOMOTIVE)|443142|420.05
AUDIO EQUIPMENT STORES (EXCEPT AUTOMOTIVE)|443142|420.05
CAMERA SHOPS, PHOTOGRAPHIC|443142|420.05
CAMERA SHOPS, PHOTOGRAPHIC|443142|420.05
CELLULAR TELEPHONE ACCESSORIES STORES|443142|420.05
CELLULAR TELEPHONE ACCESSORIES STORES|443142|420.05
CITIZENS' BAND (CB) RADIO STORES|443142|420.05
CITIZENS' BAND (CB) RADIO STORES|443142|420.05
COMPUTER EQUIPMENT STORES|443142|420.05
COMPUTER EQUIPMENT STORES|443142|420.05
COMPUTER STORES|443142|420.05
COMPUTER STORES|443142|420.05
CONSUMER-TYPE ELECTRONIC STORES (E.G., TELEVISIONS, COMPUTERS, CAMERAS)|443142|420.05
CONSUMER-TYPE ELECTRONIC STORES (E.G., TELEVISIONS, COMPUTERS, CAMERAS)|443142|420.05
ELECTRONIC PART AND COMPONENT STORES|443142|420.05
ELECTRONIC PART AND COMPONENT STORES|443142|420.05
ELECTRONICS STORES|443142|420.05
ELECTRONICS STORES|443142|420.05
MUSIC STORES (E.G., CASSETTE, COMPACT DISC, RECORD, TAPE)|443142|420.05
MUSIC STORES (E.G., CASSETTE, COMPACT DISC, RECORD, TAPE)|443142|420.05
PHOTOGRAPHIC SUPPLY STORES|443142|420.05
PHOTOGRAPHIC SUPPLY STORES|443142|420.05
RADIO AND TELEVISION STORES|443142|420.05
RADIO AND TELEVISION STORES|443142|420.05
RECORD STORES, NEW|443142|420.05
RECORD STORES, NEW|443142|420.05
SOFTWARE STORES, COMPUTER|443142|420.05
SOFTWARE STORES, COMPUTER|443142|420.05
STEREO STORES (EXCEPT AUTOMOTIVE)|443142|420.05
STEREO STORES (EXCEPT AUTOMOTIVE)|443142|420.05
TELEVISION AND RADIO STORES|443142|420.05
TELEVISION AND RADIO STORES|443142|420.05
TV (TELEVISION) STORES|443142|420.05
TV (TELEVISION) STORES|443142|420.05
VIDEO GAME SOFTWARE STORES|443142|420.05
VIDEO GAME SOFTWARE STORES|443142|420.05
VIDEO TAPE STORES|443142|420.05
VIDEO TAPE STORES|443142|420.05
HOME CENTERS|444110|1431.01
HOME CENTERS|444110|1431.01
HOME CENTERS, BUILDING MATERIALS|444110|1431.01
HOME CENTERS, BUILDING MATERIALS|444110|1431.01
HOME IMPROVEMENT CENTERS|444110|1431.01
HOME IMPROVEMENT CENTERS|444110|1431.01
PAINT AND WALLPAPER STORES|444120|1534.2
PAINT AND WALLPAPER STORES|444120|1534.2
PAINT STORES|444120|1534.2
PAINT STORES|444120|1534.2
WALLPAPER AND WALL COVERINGS STORES|444120|1534.2
WALLPAPER AND WALL COVERINGS STORES|444120|1534.2
HANDTOOLS, POWER-DRIVEN, REPAIR AND MAINTENANCE SERVICES RETAILING NEW POWER-DRIVEN HANDTOOLS|444130|2171.86
HANDTOOLS, POWER-DRIVEN, REPAIR AND MAINTENANCE SERVICES RETAILING NEW POWER-DRIVEN HANDTOOLS|444130|2171.86
HARDWARE STORES|444130|2171.86
HARDWARE STORES|444130|2171.86
TOOL STORES, POWER AND HAND (EXCEPT OUTDOOR)|444130|2171.86
TOOL STORES, POWER AND HAND (EXCEPT OUTDOOR)|444130|2171.86
BUILDING MATERIALS SUPPLY DEALERS|444190|407.71
BUILDING MATERIALS SUPPLY DEALERS|444190|407.71
CABINET STORES, KITCHEN (EXCEPT CUSTOM), TO BE INSTALLED|444190|407.71
CABINET STORES, KITCHEN (EXCEPT CUSTOM), TO BE INSTALLED|444190|407.71
CEILING FAN STORES|444190|407.71
CEILING FAN STORES|444190|407.71
CERAMIC TILE STORES|444190|407.71
CERAMIC TILE STORES|444190|407.71
DOOR STORES|444190|407.71
DOOR STORES|444190|407.71
ELECTRICAL SUPPLY STORES|444190|407.71
ELECTRICAL SUPPLY STORES|444190|407.71
FENCING DEALERS|444190|407.71
FENCING DEALERS|444190|407.71
FLOOR COVERING STORES, WOOD OR CERAMIC TILE ONLY|444190|407.71
FLOOR COVERING STORES, WOOD OR CERAMIC TILE ONLY|444190|407.71
GARAGE DOOR DEALERS|444190|407.71
GARAGE DOOR DEALERS|444190|407.71
GLASS STORES|444190|407.71
GLASS STORES|444190|407.71
HARDWOOD FLOORING DEALERS|444190|407.71
HARDWOOD FLOORING DEALERS|444190|407.71
KITCHEN CABINET (EXCEPT CUSTOM) STORES|444190|407.71
KITCHEN CABINET (EXCEPT CUSTOM) STORES|444190|407.71
LIGHTING FIXTURE STORES|444190|407.71
LIGHTING FIXTURE STORES|444190|407.71
LUMBER RETAILING YARDS|444190|407.71
LUMBER RETAILING YARDS|444190|407.71
MASONRY (E.G., BLOCK, BRICK, STONE) DEALERS|444190|407.71
MASONRY (E.G., BLOCK, BRICK, STONE) DEALERS|444190|407.71
OTHER BUILDING MATERIAL DEALERS|444190|407.71
OTHER BUILDING MATERIAL DEALERS|444190|407.71
PLUMBING SUPPLY STORES|444190|407.71
PLUMBING SUPPLY STORES|444190|407.71
PREFABRICATED BUILDING DEALERS|444190|407.71
PREFABRICATED BUILDING DEALERS|444190|407.71
ROOFING MATERIAL DEALERS|444190|407.71
ROOFING MATERIAL DEALERS|444190|407.71
SIDING DEALERS|444190|407.71
SIDING DEALERS|444190|407.71
TILE STORES, CERAMIC|444190|407.71
TILE STORES, CERAMIC|444190|407.71
WINDOW STORES|444190|407.71
WINDOW STORES|444190|407.71
GARDEN POWER EQUIPMENT STORES|444210|912.03
GARDEN POWER EQUIPMENT STORES|444210|912.03
LAWN POWER EQUIPMENT STORES|444210|912.03
LAWN POWER EQUIPMENT STORES|444210|912.03
OUTDOOR POWER EQUIPMENT STORES|444210|912.03
OUTDOOR POWER EQUIPMENT STORES|444210|912.03
POWER EQUIPMENT STORES, OUTDOOR|444210|912.03
POWER EQUIPMENT STORES, OUTDOOR|444210|912.03
FARM SUPPLY STORES|444220|887.39
FARM SUPPLY STORES|444220|887.39
FEED STORES (EXCEPT PET)|444220|887.39
FEED STORES (EXCEPT PET)|444220|887.39
GARDEN CENTERS|444220|887.39
GARDEN CENTERS|444220|887.39
LAWN SUPPLY STORES|444220|887.39
LAWN SUPPLY STORES|444220|887.39
NURSERIES, RETAIL, STOCK PRIMARILY GROWN OFF PREMISES|444220|887.39
NURSERIES, RETAIL, STOCK PRIMARILY GROWN OFF PREMISES|444220|887.39
NURSERY AND GARDEN CENTERS WITHOUT TREE PRODUCTION|444220|887.39
NURSERY AND GARDEN CENTERS WITHOUT TREE PRODUCTION|444220|887.39
NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES|444220|887.39
NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES|444220|887.39
COMMISSARIES, PRIMARILY GROCERIES|445110|2204.58
COMMISSARIES, PRIMARILY GROCERIES|445110|2204.58
DELICATESSENS PRIMARILY RETAILING A RANGE OF GROCERY ITEMS AND MEATS|445110|2204.58
DELICATESSENS PRIMARILY RETAILING A RANGE OF GROCERY ITEMS AND MEATS|445110|2204.58
FOOD (I.E., GROCERIES) STORES|445110|2204.58
FOOD (I.E., GROCERIES) STORES|445110|2204.58
GROCERY STORES|445110|2204.58
GROCERY STORES|445110|2204.58
SUPERMARKETS|445110|2204.58
SUPERMARKETS|445110|2204.58
SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES|445110|2204.58
SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES|445110|2204.58
CONVENIENCE FOOD STORES|445120|4413.97
CONVENIENCE FOOD STORES|445120|4413.97
CONVENIENCE STORES|445120|4413.97
CONVENIENCE STORES|445120|4413.97
BAKED HAM STORES|445210|669.84
BAKED HAM STORES|445210|669.84
BUTCHER SHOPS|445210|669.84
BUTCHER SHOPS|445210|669.84
DELICATESSENS (EXCEPT GROCERY STORE, RESTAURANTS)|445210|669.84
DELICATESSENS (EXCEPT GROCERY STORE, RESTAURANTS)|445210|669.84
FROZEN MEAT STORES|445210|669.84
FROZEN MEAT STORES|445210|669.84
MEAT MARKETS|445210|669.84
MEAT MARKETS|445210|669.84
POULTRY DEALERS|445210|669.84
POULTRY DEALERS|445210|669.84
FISH AND SEAFOOD MARKETS|445220|934.8
FISH AND SEAFOOD MARKETS|445220|934.8
FISH MARKETS|445220|934.8
FISH MARKETS|445220|934.8
SEAFOOD MARKETS|445220|934.8
SEAFOOD MARKETS|445220|934.8
FRUIT AND VEGETABLE MARKETS|445230|446.39
FRUIT AND VEGETABLE MARKETS|445230|446.39
FRUIT AND VEGETABLE STANDS, PERMANENT|445230|446.39
FRUIT AND VEGETABLE STANDS, PERMANENT|445230|446.39
FRUIT MARKETS|445230|446.39
FRUIT MARKETS|445230|446.39
FRUIT STANDS, PERMANENT|445230|446.39
FRUIT STANDS, PERMANENT|445230|446.39
PRODUCE MARKETS|445230|446.39
PRODUCE MARKETS|445230|446.39
PRODUCE STANDS, PERMANENT|445230|446.39
PRODUCE STANDS, PERMANENT|445230|446.39
VEGETABLE MARKETS|445230|446.39
VEGETABLE MARKETS|445230|446.39
BAKED GOODS STORES|445291|1585.27
BAKED GOODS STORES|445291|1585.27
BAKED GOODS STORES, RETAILING ONLY (EXCEPT IMMEDIATE CONSUMPTION)|445291|1585.27
BAKED GOODS STORES, RETAILING ONLY (EXCEPT IMMEDIATE CONSUMPTION)|445291|1585.27
CANDY STORES, PACKAGED, RETAILING ONLY|445292|856.89
CANDY STORES, PACKAGED, RETAILING ONLY|445292|856.89
CONFECTIONERY AND NUT STORES|445292|856.89
CONFECTIONERY AND NUT STORES|445292|856.89
CONFECTIONERY STORES, PACKAGED, RETAILING ONLY|445292|856.89
CONFECTIONERY STORES, PACKAGED, RETAILING ONLY|445292|856.89
NUT (I.E., PACKAGED) STORES|445292|856.89
NUT (I.E., PACKAGED) STORES|445292|856.89
ALL OTHER SPECIALTY FOOD STORES|445299|335.38
ALL OTHER SPECIALTY FOOD STORES|445299|335.38
COFFEE AND TEA (I.E., PACKAGED) STORES|445299|335.38
COFFEE AND TEA (I.E., PACKAGED) STORES|445299|335.38
DAIRY PRODUCT STORES|445299|335.38
DAIRY PRODUCT STORES|445299|335.38
FIX-AND-FREEZE MEAL STORES|445299|335.38
FIX-AND-FREEZE MEAL STORES|445299|335.38
GOURMET FOOD STORES|445299|335.38
GOURMET FOOD STORES|445299|335.38
ICE CREAM (I.E., PACKAGED) STORES|445299|335.38
ICE CREAM (I.E., PACKAGED) STORES|445299|335.38
SOFT DRINK STORES, BOTTLED|445299|335.38
SOFT DRINK STORES, BOTTLED|445299|335.38
SPECIALTY FOOD STORES|445299|335.38
SPECIALTY FOOD STORES|445299|335.38
SPICE STORES|445299|335.38
SPICE STORES|445299|335.38
TAKE-AND-BAKE MEAL STORES|445299|335.38
TAKE-AND-BAKE MEAL STORES|445299|335.38
TAKE-AND-BAKE PIZZA SHOPS|445299|335.38
TAKE-AND-BAKE PIZZA SHOPS|445299|335.38
TEA AND COFFEE (I.E., PACKAGED) STORES|445299|335.38
TEA AND COFFEE (I.E., PACKAGED) STORES|445299|335.38
WATER STORES, BOTTLED|445299|335.38
WATER STORES, BOTTLED|445299|335.38
BEER STORES, PACKAGED|445310|1613.76
BEER STORES, PACKAGED|445310|1613.76
BEER, WINE, AND LIQUOR STORES|445310|1613.76
BEER, WINE, AND LIQUOR STORES|445310|1613.76
DUTY FREE LIQUOR SHOPS|445310|1613.76
DUTY FREE LIQUOR SHOPS|445310|1613.76
LIQUOR STORES, PACKAGE|445310|1613.76
LIQUOR STORES, PACKAGE|445310|1613.76
PACKAGE STORES (I.E., LIQUOR)|445310|1613.76
PACKAGE STORES (I.E., LIQUOR)|445310|1613.76
WINE SHOPS, PACKAGED|445310|1613.76
WINE SHOPS, PACKAGED|445310|1613.76
APOTHECARIES|446110|2214.8
APOTHECARIES|446110|2214.8
DRUG STORES|446110|2214.8
DRUG STORES|446110|2214.8
INSTITUTIONAL PHARMACIES, ON-SITE|446110|2214.8
INSTITUTIONAL PHARMACIES, ON-SITE|446110|2214.8
PHARMACIES|446110|2214.8
PHARMACIES|446110|2214.8
PHARMACIES AND DRUG STORES|446110|2214.8
PHARMACIES AND DRUG STORES|446110|2214.8
BEAUTY SUPPLY STORES|446120|1727.8
BEAUTY SUPPLY STORES|446120|1727.8
COSMETICS STORES|446120|1727.8
COSMETICS STORES|446120|1727.8
COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES|446120|1727.8
COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES|446120|1727.8
PERFUME STORES|446120|1727.8
PERFUME STORES|446120|1727.8
LENS GRINDING, OPHTHALMIC, IN RETAIL STORES|446130|1478.98
LENS GRINDING, OPHTHALMIC, IN RETAIL STORES|446130|1478.98
OPTICAL GOODS STORES|446130|1478.98
OPTICAL GOODS STORES|446130|1478.98
OPTICAL GOODS STORES (EXCEPT OFFICES OF OPTOMETRISTS)|446130|1478.98
OPTICAL GOODS STORES (EXCEPT OFFICES OF OPTOMETRISTS)|446130|1478.98
SUNGLASS STORES|446130|1478.98
SUNGLASS STORES|446130|1478.98
FOOD (HEALTH) SUPPLEMENT STORES|446191|1083.27
FOOD (HEALTH) SUPPLEMENT STORES|446191|1083.27
FOOD (I.E., HEALTH) SUPPLEMENT STORES|446191|1083.27
FOOD (I.E., HEALTH) SUPPLEMENT STORES|446191|1083.27
HERBAL SUPPLEMENT STORES|446191|1083.27
